order_id,customer_name,customer_email,customer_phone,customer_address,product_title,product_rating,discounted_price,original_price,discount_percentage,is_best_seller,delivery_date,data_collected_at,product_category,quantity,order_date
POGB76WTPA,Melody Lang,angelaleonard@example.net,9675785701,"325 Jones Forks Apt. 325, East Jason, AK 19131",Eco-Friendly Laptop - Clothing Edition,4.6,466.56,512.7,9,True,2023-10-23,2025-09-17,Clothing,5,2024-01-26
MN1FOJBDT2,Richard Rose,joneal@example.com,+1-783-383-9162x97854,"PSC 0231, Box 9802, APO AE 12649",Portable Lipstick - Books Edition,3.7,269.31,316.83,15,True,2023-02-06,2025-09-17,Books,2,2024-06-27
1XMNV1H20O,Amanda Dawson,crystallane@example.com,504-629-2366x253,"57201 Teresa Ways, West Rebecca, MA 14403",High-End T-Shirt - Clothing Edition,3.3,164.24,207.9,21,False,2023-06-14,2025-09-17,Clothing,1,2024-07-04
7SIU4FWC8X,Erica James,jessicasimmons@example.com,489.914.6334x1673,"49906 Gomez Plains Apt. 477, Reedhaven, NH 71005",Portable Blender - Electronics Edition,1.3,370.57,537.06,31,True,2023-06-19,2025-09-17,Electronics,2,2023-05-14
KJP3WNVDRB,Lucas Ferguson,daniel41@example.net,9078693861,"886 Michael Curve, East Shelly, ND 13605",Premium Book - Beauty Edition,2.8,214.44,369.72,42,False,2024-02-24,2025-09-17,Beauty,2,2025-02-18
4CLIWK3KYG,Mark Martinez,icain@example.com,5407165250,"3529 Odom Path, Lewisfort, IN 36141",High-End Toy Car - Sports Edition,1.9,272.99,593.46,54,True,2024-04-22,2025-09-17,Sports,5,2024-10-16
F9Q9VMPYSG,Daniel Saunders,kennethfreeman@example.com,+1-463-706-1067x98167,"590 Larry Road Suite 983, Espinozaport, VA 59007",Premium Smartphone - Electronics Edition,1.8,188.24,409.21,54,True,2023-04-17,2025-09-17,Electronics,4,2025-01-01
7HDOWBBRFP,Andrew Ford,susan18@example.com,001-337-881-4341,"92503 Alec Village Apt. 538, Pinedatown, VA 73814",Portable Book - Sports Edition,2.0,395.43,1318.1,70,False,2023-08-08,2025-09-17,Sports,1,2025-08-05
YS0ICS0QEN,Nathaniel Thomas,pmay@example.org,(463)618-9349x7319,"374 White Stream, Sherylland, NM 19718",Premium Lipstick - Toys Edition,2.4,744.73,1731.93,57,True,2024-05-19,2025-09-17,Toys,1,2023-10-03
OQCSFMG7D0,Stacey Guerrero,kevinoconnor@example.net,701-339-8526,"846 Ponce Mill Suite 531, Seantown, ID 07309",High-End Running Shoes - Sports Edition,2.6,807.99,1879.05,57,True,2023-05-03,2025-09-17,Sports,3,2025-04-03
X4AH5XAE3I,Vanessa Williams,edwinstrong@example.net,001-431-444-1210x550,"4706 Scott Parks Apt. 956, Stephanieport, NJ 58066",Premium Lipstick - Toys Edition,2.0,305.39,311.62,2,True,2024-11-08,2025-09-17,Toys,3,2023-03-19
MH4NBW4JXH,James Aguirre,maryparker@example.com,746-970-9272x26447,"8948 Marie Key Suite 415, West William, IN 85729",Portable Laptop - Home & Kitchen Edition,5.0,573.1,1790.93,68,True,2024-01-11,2025-09-17,Home & Kitchen,5,2025-08-09
UA2W0BY8JS,Richard Cook,uscott@example.com,844-583-5470,"392 Turner Plains, South Chelsea, MD 13906",Budget Book - Books Edition,3.1,1434.93,1708.25,16,True,2024-05-10,2025-09-17,Books,3,2024-09-06
IXHKGMBU1W,Maria Bailey,vstafford@example.org,807.912.4849,"52048 Leslie Club Suite 215, Murrayburgh, WI 28795",Budget T-Shirt - Electronics Edition,4.3,370.3,755.71,51,False,2025-05-05,2025-09-17,Electronics,5,2023-05-10
BM1YKSI9LG,Kimberly Hernandez,lford@example.org,566-420-6465x98352,"35190 Carter Falls Suite 704, Lake Lauramouth, OK 87550",Premium T-Shirt - Toys Edition,1.8,446.84,757.35,41,False,2024-01-16,2025-09-17,Toys,2,2023-03-17
AE76TOCO4O,Susan Brandt,bgarcia@example.com,(306)285-4247x7591,"885 Henderson Knolls, South Alicia, SD 09504",High-End Laptop - Clothing Edition,4.9,724.28,1366.56,47,False,2025-05-29,2025-09-17,Clothing,4,2023-09-03
06PKH2VWGY,Daniel Turner,rthomas@example.com,6518528306,"08618 Robert Manor Apt. 424, South Diana, WA 68123",Durable Laptop - Home & Kitchen Edition,2.4,134.98,396.99,66,False,2024-12-05,2025-09-17,Home & Kitchen,2,2024-10-08
R6EC1XDB8S,Jacob Thomas,lwu@example.org,+1-224-354-8849x8588,"537 Pamela Spring Apt. 952, Port Briannaview, KY 99223",High-End Lipstick - Beauty Edition,2.7,483.73,744.2,35,True,2024-11-01,2025-09-17,Beauty,4,2025-02-02
0HWUIGQM0N,Christy Cochran,penakevin@example.org,529-251-3802,"Unit 6942 Box 6120, DPO AA 02551",Budget Running Shoes - Beauty Edition,2.3,587.59,1088.13,46,True,2024-01-27,2025-09-17,Beauty,5,2024-05-26
HVHWI4Z94J,Christine Young,jbell@example.net,358.807.0963,"1416 Anthony Cove Apt. 435, West Keith, KY 70662",High-End Toy Car - Books Edition,4.0,1487.9,1487.9,0,False,2024-12-20,2025-09-17,Books,1,2025-07-12
K813NUBMW7,Stephen Parker,katie14@example.org,001-248-941-6819x987,"5599 Jeffrey Views, Elizabethburgh, WY 99088",Portable Laptop - Clothing Edition,4.1,818.64,940.96,13,False,2023-08-06,2025-09-17,Clothing,4,2023-11-24
ZR3EVM6Y6H,Charles Harris,carterbrian@example.com,001-701-751-4222x2177,"2909 Heather Shoals Apt. 740, New Randybury, ND 91797",High-End Smartphone - Toys Edition,3.9,743.43,1218.74,39,False,2025-02-26,2025-09-17,Toys,3,2025-08-29
SNA8E7F5Q7,Timothy Long,ospence@example.net,3203313198,"PSC 3360, Box 5761, APO AP 65826",Portable Book - Toys Edition,2.6,411.5,1285.93,68,False,2025-05-28,2025-09-17,Toys,3,2025-07-12
5H2LXMLI9A,Javier Lester,popetheresa@example.com,+1-949-992-7605,"21122 Mary Hollow Apt. 000, Wileyport, NM 92847",Portable T-Shirt - Books Edition,3.2,130.56,256.0,49,True,2024-03-14,2025-09-17,Books,5,2023-10-27
5LWHN1GHEU,Mr. Nicholas Walker,bradleydudley@example.net,3833507584,"0124 Hull Canyon Suite 926, Port Derekport, AL 92855",High-End Lipstick - Clothing Edition,3.7,139.89,341.2,59,True,2023-08-19,2025-09-17,Clothing,2,2023-09-16
CQD3NZ4Y8W,Kelly Lucas,pamela56@example.org,+1-890-487-3040x1243,"3965 Jones Flats, Barnettton, MA 99525",Premium Running Shoes - Sports Edition,2.6,734.02,834.11,12,False,2024-11-13,2025-09-17,Sports,1,2024-11-19
IACFP6ND8O,Jenny Thompson,ryan61@example.com,001-633-438-5874x168,"1966 Jones Circles, Whitneyhaven, PW 50587",Premium Book - Clothing Edition,3.5,651.99,918.3,29,True,2025-01-26,2025-09-17,Clothing,4,2023-10-12
ZCI91R6U7Q,Robin Green,rhess@example.com,+1-362-849-9007,"55355 Pamela Hollow, Paulaport, WY 77615",Durable Laptop - Sports Edition,2.4,520.88,964.6,46,True,2024-05-19,2025-09-17,Sports,3,2025-07-21
5YNAURVFLX,Jackie Smith,murphyheather@example.org,500-630-1841,"PSC 5810, Box 0297, APO AA 19870",Durable Smartphone - Sports Edition,1.5,266.01,429.05,38,False,2023-03-03,2025-09-17,Sports,1,2024-01-11
8V4GEJ2G2R,Dylan Liu,bullockeric@example.org,3086964761,"9793 Bolton Trail Apt. 447, Port Caitlin, TX 22320",Portable T-Shirt - Beauty Edition,2.4,142.31,444.73,68,True,2023-02-19,2025-09-17,Beauty,5,2025-01-20
0GCA6YQXDT,Victoria Martinez,sjohnson@example.net,001-866-300-5893x81480,"Unit 2329 Box 2562, DPO AA 71565",Portable Book - Home & Kitchen Edition,2.3,1377.11,1465.01,6,True,2023-11-10,2025-09-17,Home & Kitchen,4,2024-08-11
V1LRKXEIM7,Dr. Betty Riley,nicholas80@example.com,(561)746-3663x10462,"USNS Fields, FPO AA 93200",Eco-Friendly Running Shoes - Beauty Edition,3.7,163.3,281.56,42,True,2023-04-07,2025-09-17,Beauty,3,2024-02-03
KY06ZBJ6WK,Greg Andrews,anthonyroberts@example.com,(376)717-1941,"11822 Joshua Summit Suite 957, Tamaratown, IN 34674",Durable Book - Clothing Edition,3.8,1803.18,1898.08,5,True,2024-12-25,2025-09-17,Clothing,5,2023-07-28
EWQTWLCY93,Stephen Fowler,robertsjennifer@example.net,568-735-7443,"1057 Alex Trafficway, Scottton, NM 71475",Portable T-Shirt - Sports Edition,2.6,842.54,1080.18,22,True,2024-08-23,2025-09-17,Sports,4,2023-07-18
C1SCAAH86T,Stephanie Walker,mirandajennifer@example.net,+1-577-826-0812x991,"12831 Maureen Spur Apt. 265, Port Brianburgh, FL 97185",Durable Toy Car - Toys Edition,4.3,1096.81,1232.37,11,True,2024-05-03,2025-09-17,Toys,2,2025-05-19
ZQAQRN70Q6,Kelly Tran,medinamonica@example.org,403.759.1024x93532,"47498 Young Greens, Lake Brittany, NE 31908",Budget Laptop - Clothing Edition,1.9,682.94,922.89,26,True,2024-11-04,2025-09-17,Clothing,4,2023-07-14
4SG8IDE4P8,Jordan Gomez,xhoward@example.com,+1-306-625-8217x0542,"5641 Sean Knolls Apt. 149, New Patrickport, UT 69517",Durable Smartphone - Beauty Edition,3.2,139.12,152.88,9,False,2025-08-21,2025-09-17,Beauty,3,2024-12-10
43T7VDVXZH,Savannah Thompson,deanna75@example.net,+1-504-269-6807x35921,"7784 Wood Harbors, Derekville, NH 17539",Eco-Friendly Toy Car - Toys Edition,2.2,1098.44,1525.61,28,False,2023-04-03,2025-09-17,Toys,3,2023-10-22
GCEESTHOJ8,Mercedes Taylor,angelacarr@example.org,6952040613,"0805 Joshua Spur, Moniqueton, FM 64704",Durable Running Shoes - Electronics Edition,3.3,750.43,1500.87,50,True,2023-06-27,2025-09-17,Electronics,1,2025-03-16
GGRAVV6XF9,Stacey Brown,stephanieroach@example.org,2755807412,"319 Madison Knolls Suite 298, Port Robertland, MH 77569",High-End T-Shirt - Sports Edition,3.5,596.9,852.71,30,True,2023-04-02,2025-09-17,Sports,3,2024-05-18
CTICV9WR69,Michael Gray,mdavis@example.net,5813819919,"716 Janet Common Apt. 198, East William, GU 96759",Portable Toy Car - Toys Edition,2.3,1233.27,1355.24,9,False,2024-10-31,2025-09-17,Toys,1,2023-07-06
7CDMCQF0HV,Angel Baker,megan46@example.com,001-595-555-4318,"Unit 6253 Box 7607, DPO AP 29462",Eco-Friendly Blender - Toys Edition,1.4,648.79,940.27,31,False,2024-01-20,2025-09-17,Toys,5,2024-01-26
QNF2T9JFL0,Alan Snow,johnsonlaura@example.org,+1-215-902-6063x2753,"4905 Stephanie Curve, Port Laurahaven, GA 40556",Eco-Friendly Running Shoes - Toys Edition,3.8,953.18,1361.68,30,False,2023-08-09,2025-09-17,Toys,5,2023-03-14
ZQSXNQEGGB,Kayla White,brent99@example.com,(624)454-4044x19439,"03074 Miller Grove Suite 669, South Vanessa, SC 33160",Portable Blender - Clothing Edition,2.6,1223.37,1223.37,0,True,2025-03-01,2025-09-17,Clothing,4,2023-03-06
A2XINS848N,Robin Burke,cgutierrez@example.net,299.281.0471,"167 Meagan Crest Suite 958, Lake Michaelfurt, OR 98895",Portable T-Shirt - Toys Edition,4.2,272.3,907.65,70,True,2023-02-09,2025-09-17,Toys,4,2024-01-26
UFZ063CG1X,Anna Tran,angela89@example.com,244.271.4451x9457,"88626 Bridget Turnpike Apt. 993, Johnsonland, MI 28837",Portable T-Shirt - Toys Edition,2.2,643.97,1431.04,55,False,2024-05-19,2025-09-17,Toys,4,2025-01-29
D0LH9AF6K1,George Li,daniel32@example.net,3805162622,"62715 Wayne Locks Suite 362, North Michelle, OH 31635",Portable Blender - Clothing Edition,1.1,1098.58,1277.42,14,False,2023-09-28,2025-09-17,Clothing,5,2023-09-29
WCMG1CQMQK,Jonathan Pierce,zwilliamson@example.net,289-892-4894x860,"9467 Mckinney Plaza, Lake Danny, KS 60966",Premium T-Shirt - Books Edition,1.9,213.42,646.73,67,False,2024-03-28,2025-09-17,Books,5,2024-04-22
155XFA6IBR,Clayton Coleman,tony63@example.com,256.572.4940,"PSC 6815, Box 2498, APO AE 49731",Portable Blender - Toys Edition,4.5,102.25,200.5,49,False,2025-01-28,2025-09-17,Toys,5,2025-05-20
TYQADZTKF6,Diane Norris,richardyoung@example.net,+1-880-438-3553,"50347 Williams Lakes Apt. 546, North Angelaland, VA 05954",Budget Book - Sports Edition,2.5,352.87,953.71,63,False,2025-02-28,2025-09-17,Sports,5,2024-05-09
4LB6F32V2T,Jennifer Smith,morganowens@example.org,455.424.4256x09416,"2307 Wolf Plains, Barronmouth, NM 14549",Eco-Friendly Smartphone - Toys Edition,4.8,1062.05,1659.46,36,False,2023-09-26,2025-09-17,Toys,2,2023-03-20
GUPJ7JPSN1,Maria Garrison,weberjasmine@example.net,(818)487-2794,"560 Steven Well Apt. 102, North Adambury, MO 17374",Portable Blender - Electronics Edition,3.8,102.13,185.69,45,True,2025-02-02,2025-09-17,Electronics,4,2023-10-04
IV0NBQCK16,Stephanie Miller,butlerholly@example.net,001-733-376-4620,"57805 Hernandez Crescent, New James, AL 29402",Portable Book - Clothing Edition,1.7,314.71,507.6,38,False,2025-07-30,2025-09-17,Clothing,1,2023-09-02
5PVIYSHH2V,Nicholas Hanson,robert24@example.com,(410)701-0685x7531,"6269 Fox Spring Suite 574, West Darrenhaven, SD 85156",Durable Laptop - Books Edition,5.0,182.42,467.75,61,True,2025-02-21,2025-09-17,Books,5,2023-09-09
Z0BZ60GDVA,David Hunt,youngdonna@example.com,858.871.4407,"6588 Smith Port, North Joy, MP 36742",Premium Blender - Electronics Edition,2.1,1585.61,1704.96,7,True,2025-07-30,2025-09-17,Electronics,1,2023-05-16
4F6BRZH4FC,Monica Schwartz,kelly95@example.com,3086412302,"18471 Rachel Way Suite 701, Lake Kimberly, CO 27267",Premium Running Shoes - Beauty Edition,3.7,712.45,1295.36,45,False,2023-02-03,2025-09-17,Beauty,5,2023-05-09
1OD1JGRWB5,Joseph Nielsen,nathanmiller@example.org,425-219-2311x247,"99064 Wendy View, Vazquezland, VI 67267",Portable Book - Books Edition,3.9,1871.54,1949.52,4,True,2025-05-03,2025-09-17,Books,5,2024-02-19
TW4SKKGA9W,Jennifer Miles,ashleyfoster@example.net,(608)439-1199x908,"145 Clay Run Apt. 246, Nunezmouth, MD 68994",Eco-Friendly Laptop - Sports Edition,3.3,168.64,208.2,19,False,2024-01-29,2025-09-17,Sports,2,2023-07-09
FQZCCMJP6K,Angelica Brown,frank36@example.org,(631)524-4521,"339 Haley Green, Meyerborough, CO 30417",Portable Laptop - Toys Edition,1.4,1018.97,1061.43,4,False,2025-09-02,2025-09-17,Toys,3,2024-01-21
ILPG4MBWA9,Jacqueline Schmidt,randolphtracy@example.org,496.815.2637x0023,"71116 Freeman Ferry Apt. 542, Pricestad, PA 55010",Budget Blender - Beauty Edition,3.3,214.22,669.43,68,True,2023-10-13,2025-09-17,Beauty,1,2025-05-09
0S03V1V7RB,Tasha Dominguez,jefffisher@example.net,561.764.4440,"962 Hill Terrace Apt. 339, North Sheilafurt, NV 56304",Budget Toy Car - Clothing Edition,1.9,827.54,899.5,8,False,2025-08-11,2025-09-17,Clothing,3,2024-08-11
XQGEU8L8PI,Rachel Martinez,harpersandra@example.net,780-776-2209,"9144 Martinez Grove, Maldonadoport, MH 47793",Durable Book - Toys Edition,1.3,368.11,1227.04,70,True,2025-03-31,2025-09-17,Toys,3,2023-02-08
OR4J0A33HM,Sean Anderson,mary26@example.com,832.366.9393x1644,"496 Green Branch Suite 820, Lake Jessica, KS 18101",High-End Laptop - Beauty Edition,4.7,1066.37,1349.84,21,False,2024-12-10,2025-09-17,Beauty,1,2023-09-18
CKJNUL7MJB,Robert Weaver,rebecca52@example.com,001-594-571-8144x03339,"02086 Schmidt Crest Suite 881, Williamland, ME 09568",Premium Smartphone - Home & Kitchen Edition,3.9,589.59,1842.48,68,True,2024-02-11,2025-09-17,Home & Kitchen,1,2025-09-08
X0TSZX758N,April Coleman,lisajackson@example.org,(589)579-0173,"829 Taylor Tunnel Apt. 869, Mayton, ID 21551",Durable Toy Car - Sports Edition,4.2,215.19,478.19,55,False,2024-03-09,2025-09-17,Sports,3,2023-01-28
PKAW1HY0L3,Christopher Rios,daniel79@example.net,755-704-5054,"USCGC Cline, FPO AA 76625",Durable T-Shirt - Clothing Edition,2.7,1668.99,1918.38,13,False,2024-07-19,2025-09-17,Clothing,4,2023-06-02
W80IT21PGZ,Scott Welch,manuelpollard@example.net,+1-483-894-4411,"718 Charles Curve, Wrightbury, DE 67004",High-End Smartphone - Electronics Edition,4.2,149.38,403.73,63,True,2025-01-14,2025-09-17,Electronics,1,2025-03-13
IPV5AK2466,Holly Castaneda,mccoyjessica@example.org,(693)634-6293,"659 Davis Way, Gonzalezview, OK 22805",High-End Blender - Books Edition,3.6,439.58,999.04,56,True,2025-02-10,2025-09-17,Books,5,2023-05-04
G7J5QRGKC5,Maria Smith,cynthia90@example.com,+1-801-392-5892x05794,"73701 Austin Bridge Suite 122, Lake Sean, CA 65910",High-End T-Shirt - Toys Edition,3.0,1348.85,1751.75,23,True,2025-06-21,2025-09-17,Toys,2,2023-08-24
UE0D8PVRQ6,Anne Hall,ivan07@example.com,390-250-6000,"1154 Briana Meadow Suite 703, Erinhaven, ND 46322",Premium Blender - Toys Edition,1.2,206.42,332.94,38,False,2023-02-18,2025-09-17,Toys,3,2024-01-06
QVX3UV05DQ,Brandy Miller,seanarmstrong@example.com,552-994-6159x2564,"23764 Spears Burg, Port Kathy, ND 21054",Portable Smartphone - Electronics Edition,2.9,1063.09,1084.79,2,True,2023-08-14,2025-09-17,Electronics,2,2025-07-15
FVRQLKQGOZ,Sara Perkins,amanda03@example.net,(812)898-9518,"78887 Daniel Summit Suite 233, Christineborough, CO 53438",Portable Book - Toys Edition,3.2,308.39,1027.98,70,False,2023-09-27,2025-09-17,Toys,3,2025-08-13
HNJ07Y3FUR,Nicholas Carlson,wardkimberly@example.com,(902)427-1759,"904 Kimberly Valleys Apt. 606, Collinsview, NC 43859",Eco-Friendly Lipstick - Toys Edition,3.1,429.56,550.72,22,False,2025-03-07,2025-09-17,Toys,1,2023-10-12
WZH3ZK5Z6P,Lori Camacho,ochang@example.com,2599758241,"4134 Flores Green, Byrdtown, CO 28747",Portable Toy Car - Books Edition,3.0,192.31,256.42,25,True,2023-07-02,2025-09-17,Books,3,2023-04-09
63F81GH5NO,Joshua Matthews,danielle80@example.org,(915)336-2090,"93352 Ortiz Spring, Petershaven, MO 71534",Premium Smartphone - Sports Edition,2.7,314.62,572.03,45,False,2023-04-15,2025-09-17,Sports,1,2024-10-07
RILIPF5RP6,Marcus Reynolds,lee09@example.net,829.518.0073,"547 Ferguson Gateway, Lyonsstad, GU 08850",Durable Toy Car - Sports Edition,2.5,1168.46,1284.02,9,False,2025-07-04,2025-09-17,Sports,4,2024-02-02
M9EX8BNTM1,Shane Adams,smithamy@example.org,(790)737-3050x1538,"083 Elizabeth Ramp, Port Andrew, FM 64057",Eco-Friendly Lipstick - Home & Kitchen Edition,4.1,206.32,429.84,52,False,2024-08-04,2025-09-17,Home & Kitchen,1,2024-09-11
KL274XVCEP,Christopher Henson,troy60@example.com,876.766.1762,"89881 Ashley Turnpike Apt. 096, New Johnshire, NJ 26804",Durable Blender - Toys Edition,3.9,686.82,1430.87,52,False,2024-12-25,2025-09-17,Toys,5,2024-06-07
IP6H79Z9Z6,Brian Reed,steven09@example.org,374-601-9198x19872,"908 Matthew Track Suite 728, Corychester, OH 64913",Portable Blender - Electronics Edition,4.2,779.53,847.32,8,False,2024-06-12,2025-09-17,Electronics,2,2023-07-02
2YPIH54OBX,Margaret Anderson,judith06@example.net,(773)462-5212,"900 Sawyer Lake Apt. 331, Jeffreyborough, KS 28990",High-End Running Shoes - Toys Edition,1.7,710.74,717.92,1,False,2023-09-23,2025-09-17,Toys,1,2025-01-17
ZSE57H2N86,Jacob Watkins,amandamercado@example.net,(603)224-6414x935,"1446 Sara Cape, Jameshaven, MS 44046",Portable Running Shoes - Sports Edition,3.5,1143.78,1815.53,37,False,2024-02-15,2025-09-17,Sports,5,2023-01-02
AXBCPPXZJP,Claudia Barnes,umiller@example.net,(981)710-7642x95127,"932 Chandler Flat Apt. 036, Joelmouth, CA 35559",Portable Blender - Beauty Edition,1.6,555.61,1133.9,51,False,2023-11-07,2025-09-17,Beauty,1,2023-06-12
WKI9V3629S,Thomas Thomas,stephengriffin@example.com,(559)830-6245,"63161 James Forest Apt. 800, Adamsstad, ID 50772",Budget Book - Sports Edition,3.3,1589.12,1672.76,5,False,2025-06-15,2025-09-17,Sports,5,2025-02-07
BD9Q8VBOX9,William Webb,reneehernandez@example.net,(837)779-0496,"225 Christine Vista Apt. 079, Wilsonfurt, WI 17592",Portable Laptop - Clothing Edition,4.7,996.93,1132.87,12,True,2023-02-13,2025-09-17,Clothing,3,2024-10-04
MKS841J4X6,Joseph Valdez,lopezamanda@example.org,974-878-5481x7198,"520 Thomas Mountain Suite 740, South Natalieview, AS 04333",Portable Toy Car - Clothing Edition,2.5,1368.23,1927.09,29,False,2024-12-29,2025-09-17,Clothing,5,2024-10-07
3E9S315BMJ,Yolanda Rojas,stevensstacey@example.org,(799)847-2563x872,"03342 Howard Shoal, Lake Angelabury, MH 61844",Portable Lipstick - Toys Edition,2.8,600.75,1001.25,40,True,2023-02-15,2025-09-17,Toys,4,2025-06-18
PQX3CQ748J,Steven Travis,swagner@example.org,+1-629-526-1089,"771 Edward Rest Apt. 287, North Markside, NH 17100",Premium Toy Car - Beauty Edition,1.6,124.73,311.83,60,False,2024-03-20,2025-09-17,Beauty,4,2025-04-26
XX3LI7TKNQ,Ronald Freeman,ramirezalex@example.org,(255)338-7442x5642,"6339 Michael Union, North Glennborough, GU 44813",Budget Lipstick - Books Edition,2.5,838.9,1215.79,31,True,2023-04-01,2025-09-17,Books,3,2024-01-23
7H1AM0OTY7,Kevin Rhodes MD,moorerobin@example.com,8004922696,"30975 Keith Coves, Oscarbury, FM 04131",Durable T-Shirt - Books Edition,3.2,133.34,266.67,50,True,2024-12-26,2025-09-17,Books,4,2024-10-02
5UVJU21X9Q,James Adams,smithholly@example.net,274-816-7527x457,"12649 Salazar Centers Apt. 790, Payneview, MA 77899",Durable T-Shirt - Toys Edition,1.5,129.54,380.99,66,False,2025-06-08,2025-09-17,Toys,5,2024-01-05
7HODY610G8,Richard Moss,markbraun@example.org,309.326.7698x572,"590 Valdez Cape Suite 930, Allisonfort, DC 96619",High-End Lipstick - Beauty Edition,4.6,673.11,1495.79,55,True,2023-07-06,2025-09-17,Beauty,4,2025-06-18
B5YPXCBZXX,Amber Owens,lisa95@example.org,(916)541-9278,"6092 Castillo Station, West Michellehaven, NV 49477",High-End Lipstick - Sports Edition,2.2,469.53,670.76,30,True,2025-09-14,2025-09-17,Sports,3,2024-05-03
GV9INQ2W83,Deborah Gardner,tinaschwartz@example.net,001-476-423-4696,"82281 Alexandra Fall Apt. 208, Williamsburgh, AK 33729",Eco-Friendly Running Shoes - Clothing Edition,3.4,663.14,1020.21,35,True,2025-05-04,2025-09-17,Clothing,3,2024-03-06
14PHSQDH1Z,Brandon Cantrell,uwilliams@example.net,689.590.4243x1163,"708 Martin Trafficway, Port Henrymouth, ME 70590",High-End Laptop - Books Edition,2.9,1163.18,1321.8,12,True,2025-09-12,2025-09-17,Books,4,2023-06-16
QE74L0SX4H,Christina Jarvis,mccarthyrenee@example.net,8218621470,"34677 Bruce Turnpike Apt. 570, Wongshire, GA 04141",Eco-Friendly Lipstick - Toys Edition,1.9,100.53,170.39,41,False,2024-08-01,2025-09-17,Toys,4,2024-07-19
